Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
102-434-238-217-637,The Effects of an Ethics Education Program on Artificial Intelligence among Middle School Students: Analysis of Perception and Attitude Changes,2024-02-16,2024,journal article,Applied Sciences,20763417,MDPI AG,,Jung-In Choi; Eunja Yang; Eun-Hee Goo,"<jats:p>Artificial intelligence (AI) technology has brought convenience to human lives, but its pervasive impact extends beyond individuals, affecting society as a whole. Consequently, the necessity for an AI ethics education program has become increasingly apparent. This study aims to investigate the influence of an experimental research study that developed and implemented an AI ethics education program for learners’ ethical awareness and attitude towards AI. The research methodology involved validating a model of the AI ethics education program by applying it to a group of 10 domain experts. Additionally, pre-test and post-test designs were employed with 17 middle school students as the experimental group. The same assessment was administered before and after the implementation of the AI ethics education program, and the data were analyzed using paired-sample t-tests. The findings of this study are as follows: Firstly, an AI ethics education program model was developed, incorporating key competencies such as AI literacy, critical thinking skills in AI, and AI problem-solving skills, all within the context of AI ethics. The implementation of this model was effective in the educational setting. Secondly, significant improvements were observed in the ethical awareness of middle school students across all domains after participating in the program. Thirdly, the attitudes of middle school students towards AI exhibited significant enhancements across all domains. These findings contribute to the broader field of AI ethics education by highlighting the importance of ethical awareness in AI and fostering favorable attitudes towards AI. The implications of this study are significant for the field of AI education.</jats:p>",14,4,1588,1588,Perception; Psychology; Test (biology); Context (archaeology); Mathematics education; Pedagogy; Neuroscience; Paleontology; Biology,,,,,https://www.mdpi.com/2076-3417/14/4/1588/pdf?version=1708324162 https://doi.org/10.3390/app14041588,http://dx.doi.org/10.3390/app14041588,,10.3390/app14041588,,,0,017-563-611-341-995; 029-387-315-649-421; 036-214-271-722-575; 053-071-651-162-128; 064-811-520-753-841; 137-331-098-560-393; 164-216-145-664-386; 195-006-458-799-483,5,true,cc-by,gold
107-258-409-144-957,Learning Effectiveness and Reflections on AI Literacy in Junior High School Students with Game-Based Learning and Problem-Based Learning,2024-11-25,2024,journal article,International Conference on Computers in Education,30784360,Asia-Pacific Society for Computers in Education,,Shih-Hua HUANG; Ting-Chia HSU,"<jats:p>This research attempts to cultivate the AI literacy of junior high sci-ml students and aims to evaluate the learning effectiveness of integrating game-based learning with problem-based learning to improve their A1 literacy. using a self- developed board game on Naive Bayes Classifier and Generative AI applications as teaching material, students engage in a problem-based learning approach through group The results of the research show a significant improvement in students' AI literacy, particularly in their understanding of AI, and a significant increase in their behavioral intentions and engagement. The results confirm the effectiveness of this pedagogical approach for promoting AI literacy at the high level.</jats:p>",,,,,,,,,,,http://dx.doi.org/10.58459/icce.2024.4933,,10.58459/icce.2024.4933,,,0,,0,false,,
111-770-823-760-250,A survey study of chinese teachers' continuous intentions to teach artificial intelligence,2023-12-30,2023,journal article,Education and Information Technologies,13602357; 15737608,Springer Science and Business Media LLC,United Kingdom,Ching Sing Chai; Siya Liang; Xingwei Wang,,29,11,14015,14034,Psychology; Construct (python library); Confirmatory factor analysis; Mathematics education; Construct validity; Structural equation modeling; Variance (accounting); Judgement; Professional development; Pedagogy; Psychometrics; Developmental psychology; Computer science; Statistics; Mathematics; Accounting; Political science; Law; Business; Programming language,,,,,,http://dx.doi.org/10.1007/s10639-023-12430-z,,10.1007/s10639-023-12430-z,,,0,009-299-623-546-736; 019-269-493-048-741; 019-789-882-526-451; 031-272-181-919-116; 032-307-120-652-490; 035-170-784-154-560; 041-737-944-200-063; 041-966-892-291-694; 047-194-848-960-089; 051-873-699-612-804; 053-476-438-379-307; 056-666-061-071-391; 059-027-342-831-922; 063-178-736-534-587; 064-811-520-753-841; 069-953-959-102-186; 077-930-616-453-628; 078-550-710-596-870; 080-707-677-624-554; 084-367-175-907-746; 089-132-485-753-661; 090-215-153-897-959; 092-689-359-125-61X; 097-348-671-094-092; 104-075-080-650-780; 109-116-235-774-877; 120-012-563-544-191; 127-019-920-681-079; 134-935-152-098-522; 139-637-477-084-598; 144-258-188-607-672; 153-874-029-267-725; 167-624-330-991-698; 174-236-045-984-949; 182-624-527-686-981; 191-326-339-277-786,3,false,,
112-341-448-166-540,Make-a-Thon for Middle School AI Educators,2023-03-02,2023,conference proceedings article,Proceedings of the 54th ACM Technical Symposium on Computer Science Education V. 1,,ACM,,Daniella DiPaola; Katherine S. Moore; Safinah Ali; Beatriz Perret; Xiaofei Zhou; Helen Zhang; Irene Lee,"AI curricula are being developed and tested in classrooms, but wider adoption is premised by teacher professional development and buy-in. When engaging in professional development, curricula are treated as set in stone, static and educators are prepared to offer the curriculum as written instead of empowered to be leaders in efforts to spread and sustain AI education. This limits the degree to which teachers tailor new curricula to student needs and interests, ultimately distancing students from new and potentially relevant content. This paper describes an AI Educator Make-a-Thon, a two-day gathering of 34 educators from across the United States that centered co-design of AI literacy materials as the culminating experience of a year-long professional development program called Everyday AI (EdAI) in which educators studied and practiced implementing an innovative curriculum for Developing AI Literacy (DAILy) in their classrooms. Inspired by the energizing and empowering experiences of Hack-a-Thons, the Make-a-Thon was designed to increase the depth and longevity of the educators' investment in AI education by positively impacting their sense of belonging to the AI community, AI content knowledge, and their self confidence as AI curriculum designers. In this paper we describe the Make-a-Thon design, findings, and recommendations for future educator-centered Make-a-Thons.",,,305,311,Curriculum; Professional development; Literacy; Faculty development; Curriculum development; Mathematics education; Pedagogy; Sociology; Computer science; Psychology,,,,National Science Foundation,https://dl.acm.org/doi/pdf/10.1145/3545945.3569743 https://doi.org/10.1145/3545945.3569743,http://dx.doi.org/10.1145/3545945.3569743,,10.1145/3545945.3569743,,,0,013-901-453-017-906; 015-900-507-543-935; 016-751-904-813-329; 019-731-619-510-944; 028-954-300-550-180; 033-823-979-872-856; 043-198-659-521-178; 050-850-125-121-979; 058-543-460-483-134; 064-811-520-753-841; 069-474-387-180-163; 073-557-395-892-345; 077-760-478-694-810; 088-932-117-148-520; 090-012-289-425-416; 122-829-065-732-076; 135-188-961-327-41X,3,true,,bronze
113-044-374-647-207,Bibliometric Analysis: Artificial Intelligence (AI) in High School Education,2023-04-02,2023,journal article,Jurnal Imiah Pendidikan dan Pembelajaran,26156091; 18584543,Universitas Pendidikan Ganesha,,Fadli Agus Triansyah; Ilham Muhammad; Andi Rabuandika; Kartika Dwi Pratiwi Siregar; Nurhuda Teapon; Mohammad Syahru Assabana,"<jats:p>One of the technologies that can be used in education is Artificial Intelligence (AI). Artificial intelligence (AI) is the ability of machines or computer programs to imitate or perform tasks that normally require human intelligence, such as decision-making, speech or image recognition, and problem-solving. The purpose of this research is to analyze publications related to Artificial Intelligence (AI) in Middle Schools and to describe the characteristics of this research. The method used is descriptive bibliometric analysis. The Scopus database is used to obtain the necessary data. The research results show that publications have increased from 9 in 2021 to 20 in 2020. Publications in 2010 have been cited more than any other year. China is the most influential country in this field. Most publications on Artificial Intelligence research applied to high school students are at the Q1 rank, namely 25 journals. New themes in this field are machine learning and deep learning. Artificial Intelligence has not been directly connected with some third clusters keywords such as Artificial Intelligence Literacy, computer science education, and conception.</jats:p>",7,1,112,123,Artificial intelligence; Field (mathematics); Computer science; Rank (graph theory); Scopus; Marketing and artificial intelligence; Mathematics education; Psychology; Mathematics; Intelligent decision support system; MEDLINE; Combinatorics; Political science; Pure mathematics; Law,,,,,https://ejournal.undiksha.ac.id/index.php/JIPP/article/download/59718/25979 https://doi.org/10.23887/jipp.v7i1.59718,http://dx.doi.org/10.23887/jipp.v7i1.59718,,10.23887/jipp.v7i1.59718,,,0,003-516-293-020-386; 008-800-734-858-257; 014-258-145-996-678; 015-509-050-573-859; 018-896-104-669-939; 022-541-294-228-764; 022-713-575-926-460; 024-014-802-465-976; 030-154-869-163-43X; 030-545-760-698-885; 033-118-263-446-495; 034-046-138-175-725; 047-486-313-595-956; 064-968-502-717-164; 067-692-782-774-482; 068-775-721-617-07X; 074-873-144-604-389; 078-298-391-986-289; 085-738-595-690-228; 087-646-817-053-211; 088-493-737-104-973; 089-617-821-963-023; 091-709-205-030-967; 095-082-915-517-015; 097-290-406-596-391; 109-549-716-941-588; 112-666-351-871-206; 113-089-160-149-535; 124-404-460-849-812; 131-359-987-839-366; 135-659-826-156-863; 142-271-933-839-224; 143-731-671-990-370; 145-214-213-831-169; 154-653-635-444-194; 164-834-631-779-03X; 169-587-049-216-06X; 171-593-735-677-555; 175-601-303-638-723; 182-624-527-686-981; 194-762-461-327-433,6,true,,gold
117-875-549-907-297,Developing an AI literacy test for junior secondary students: The first stage,,2022,conference proceedings article,"2022 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)",,IEEE,,King Woon Yau; Ching Sing Chai; Thomas K. F. Chiu; Helen Meng; Irwin King; Savio Wai-Ho Wong; Chandni Saxena; Yeung Yam,"Artificial Intelligence (AI) education for K-12 is increasingly important as the emerging AI technologies are pervasively infused into human daily lives. Eleven countries have endorsed and implemented the AI curricula at K-12 levels [1]. The ""Five Big Ideas"" about AI, as proposed by the Association for the Advancement of Artificial Intelligence (AAAI) and the Computer Science Teacher Association (CSTA) have emerged to form the core components of K-12 AI education [2], [3]. However, the assessment of students' learning in AI education for K-12 is still in its initial stage. Surveys and interviews are the major assessing tools based on students' self- perceptions. Standardized tests on students' AI literacy are still rare. This paper focuses on the first stage of an AI literacy test based on the Five Big Ideas for Grade 7 to Grade 9 students. The test aims to measure the changes of students' AI literacy before and after attending a one-year AI course. The preliminary findings show the students have increased in their AI literacy after attending the course. The test can provide insights for understanding students' competencies and needs in AI literacy and improving the curriculum guidelines for students' effective learning.",,,59,64,Test (biology); Curriculum; Literacy; Mathematics education; Computer science; Artificial intelligence; Psychology; Medical education; Pedagogy; Medicine; Paleontology; Biology,,,,,,http://dx.doi.org/10.1109/tale54877.2022.00018,,10.1109/tale54877.2022.00018,,,0,016-751-904-813-329; 024-600-134-196-273; 025-075-233-587-193; 045-905-843-601-939; 058-175-182-970-373; 064-811-520-753-841; 079-260-476-625-231; 090-012-289-425-416; 094-945-737-281-939; 099-862-538-016-460; 104-075-080-650-780; 136-134-757-680-454; 149-811-868-385-201; 182-624-527-686-981,4,false,,
120-409-524-587-047,Artificial Intelligence (AI) Usage and Its Influence to the Students' Academic Writing: A Quantitative – Correlation Investigation,2024-05-14,2024,journal article,International Journal of Research and Innovation in Social Science,24546186,RSIS International,,Sherly Mae L Dingal; Christine Joyce P. Balbin; Symie Gel L Buenafe; Philip Emmanuel M Buenavista; Cherlene A Cabrera; Vianey Mae T Lorica; Arnie M. Olalo; Loniecess Anthon A. Pataganao; Mary Ros A Wahing; Krystal Joy M. Clamares; Anna Marie O. Pelandas,"<jats:p>This study dealt with the artificial intelligence (AI) usage and its influence on students’ academic writing. The primary goal of the study was to determine the level of artificial intelligence (AI) usage and students’ academic writing in terms of their respective indicators, the significant difference between artificial intelligence (AI) usage and students’, and what domains of artificial intelligence (AI) substantially influenced students’ academic writing. Also, this study utilized a quantitative-correlational design with 335 participants among Junior High School and Senior High School students in Lorenzo S. Sarmiento Sr. National High School. The average weighted mean, Pearson R, and multiple regression analysis were the statistical tools used in this study. Along with this, the results showed a high level of artificial intelligence (AI) usage in terms of satisfaction, AI literacy, relevance of AI, and confidence. Likewise, results showed a high level of students’ academic writing in terms of usefulness, ease of use, and attitude towards usage. In addition, there was a high correlation, and a significant relationship between artificial intelligence (AI) usage and its influence on the students’ academic writing. Hence, this led to the rejection of the null hypothesis. The domains of artificial intelligence (AI) usage that influenced students’ academic writing are the relevance of AI, confidence, and AI literacy. While satisfaction, as a domain of artificial intelligence (AI) usage, had no significant influence on students’ academic writing. Thus, educational institutions could harness the positive influence of artificial intelligence (AI) on students’ academic writing, creating a more technologically advanced, collaborative, and effective learning environment while encouraging students to participate in AI-assisted activities contributing to better progress and improved self-regulated learning as they interacted with AI tools and their peers in an academic setting.</jats:p>",VIII,IV,1621,1627,,,,,,,http://dx.doi.org/10.47772/ijriss.2024.804216,,10.47772/ijriss.2024.804216,,,0,,0,false,,
123-270-004-499-225,AI + Ethics Curricula for Middle School Youth: Lessons Learned from Three Project-Based Curricula.,2022-08-01,2022,journal article,International journal of artificial intelligence in education,15604306; 15604292,Springer Science and Business Media LLC,Netherlands,Randi Williams; Safinah Ali; Nisha Devasia; Daniella DiPaola; Jenna Hong; Stephen P Kaputsos; Brian Jordan; Cynthia Breazeal,"Artificial Intelligence (AI) is revolutionizing many industries and becoming increasingly ubiquitous in everyday life. To empower children growing up with AI to navigate society's evolving sociotechnical context, we developed three middle school AI literacy curricula: <i>Creative AI, Dancing with AI,</i> and <i>How to Train Your Robot.</i> In this paper we discuss how we leveraged three design principles-active learning, embedded ethics, and low barriers to access - to effectively engage students in learning to create and critique AI artifacts. During the summer of 2020, we recruited and trained in-service, middle school teachers from across the United States to co-instruct online workshops with students from their schools. In the workshops, a combination of hands-on unplugged and programming activities facilitated students' understanding of AI. As students explored technical concepts in tandem with ethical ones, they developed a critical lens to better grasp how AI systems work and how they impact society. We sought to meet the specified needs of students from a range of backgrounds by minimizing the prerequisite knowledge and technology resources students needed to participate. Finally, we conclude with lessons learned and design recommendations for future AI curricula, especially for K-12 in-person and virtual learning.",33,2,1,383,Curriculum; Context (archaeology); Service-learning; Sociotechnical system; Computer science; Sociology; Pedagogy; Artificial intelligence; Paleontology; Biology,AI Literacy; Artificial Intelligence (AI); Constructionism; Curriculum; Middle-school; Online Learning,,,Amazon Future Engineer; National Science Foundation; LEGO Foundation; Massachusetts Institute of Technology,https://link.springer.com/content/pdf/10.1007/s40593-022-00298-y.pdf https://doi.org/10.1007/s40593-022-00298-y https://dspace.mit.edu/bitstream/1721.1/144260/1/40593_2022_Article_298.pdf https://hdl.handle.net/1721.1/144260,http://dx.doi.org/10.1007/s40593-022-00298-y,35935456,10.1007/s40593-022-00298-y,,PMC9342939,0,000-906-593-639-978; 001-941-812-220-705; 002-243-232-747-656; 006-633-730-485-694; 006-748-813-591-214; 007-407-337-885-609; 008-444-540-655-322; 011-238-035-323-504; 014-275-482-072-550; 023-714-720-106-671; 025-051-032-032-179; 027-224-565-259-806; 029-158-694-008-86X; 032-347-887-782-81X; 032-891-771-564-617; 033-989-325-941-090; 034-302-913-256-009; 035-245-015-930-266; 035-603-945-397-477; 036-833-936-567-876; 041-737-944-200-063; 042-887-900-356-314; 055-118-146-771-027; 055-888-624-273-69X; 058-175-182-970-373; 061-900-019-279-336; 064-811-520-753-841; 066-449-091-205-313; 072-064-213-686-777; 076-826-257-523-375; 077-022-002-419-624; 084-391-924-916-405; 088-932-117-148-520; 092-009-097-939-469; 096-087-138-649-847; 102-749-968-325-986; 106-390-271-856-354; 112-475-988-486-987; 117-109-830-696-185; 120-012-563-544-191; 122-124-026-898-794; 133-298-983-660-787; 144-601-579-620-845; 145-169-523-749-590; 145-977-589-976-222; 167-861-323-159-931,54,true,cc-by,hybrid
127-805-143-866-949,Developing and validating measures for AI literacy tests: From self-reported to objective measures,,2024,journal article,Computers and Education: Artificial Intelligence,2666920x,Elsevier BV,,Thomas K.F. Chiu; Yifan Chen; King Woon Yau; Ching-sing Chai; Helen Meng; Irwin King; Savio Wong; Yeung Yam,"The majority of AI literacy studies have designed and developed self-reported questionnaires to assess AI learning and understanding. These studies assessed students' perceived AI capability rather than AI literacy because self-perceptions are seldom an accurate account of true measures. International assessment programs that use objective measures to assess science, mathematical, digital, and computational literacy back up this argument. Furthermore, because AI education research is still in its infancy, the current definition of AI literacy in the literature may not meet the needs of young students. Therefore, this study aims to develop and validate an AI literacy test for school students within the interdisciplinary project known as AI4future. Engineering and education researchers created and selected 25 multiple-choice questions to accomplish this goal, and school teachers validated them while developing an AI curriculum for middle schools. 2,390 students in grades 7 to 9 took the test. We used a Rasch model to investigate the discrimination, reliability, and validity of the items. The results showed that the model met the unidimensionality assumption and demonstrated a set of reliable and valid items. They indicate the quality of the test items. The test enables AI education researchers and practitioners to appropriately evaluate their AI-related education interventions.",7,,100282,100282,Test (biology); Rasch model; Curriculum; Mathematics education; Psychology; Literacy; Psychological intervention; Reliability (semiconductor); Set (abstract data type); Quality (philosophy); Item analysis; Item response theory; Medical education; Computer science; Applied psychology; Psychometrics; Pedagogy; Developmental psychology; Medicine; Paleontology; Power (physics); Physics; Philosophy; Epistemology; Quantum mechanics; Psychiatry; Biology; Programming language,,,,,,http://dx.doi.org/10.1016/j.caeai.2024.100282,,10.1016/j.caeai.2024.100282,,,0,009-884-658-822-013; 024-409-024-870-946; 035-847-956-566-556; 036-459-753-268-825; 038-977-818-973-000; 068-780-292-318-106; 068-921-893-094-992; 079-129-070-513-738; 089-132-485-753-661; 104-075-080-650-780; 104-817-025-801-072; 123-270-004-499-225; 131-936-558-568-788; 141-916-006-014-781; 168-191-963-093-041; 182-624-527-686-981; 191-523-142-285-988,0,true,"CC BY, CC BY-NC-ND",gold
127-923-823-162-600,Developing and Validating the Artificial Intelligence Literacy Concept Inventory: an Instrument to Assess Artificial Intelligence Literacy among Middle School Students,2024-05-05,2024,journal article,International Journal of Artificial Intelligence in Education,15604292; 15604306,Springer Science and Business Media LLC,Netherlands,Helen Zhang; Anthony Perry; Irene Lee,,,,,,Literacy; Mathematics education; Psychology; Educational technology; Computer literacy; Computer science; Medical education; Artificial intelligence; Pedagogy; Medicine,,,,National Science Foundation; National Science Foundation,,http://dx.doi.org/10.1007/s40593-024-00398-x,,10.1007/s40593-024-00398-x,,,0,009-938-615-887-600; 011-238-035-323-504; 013-670-722-106-291; 017-758-960-554-075; 018-254-584-241-653; 021-068-751-027-558; 021-930-058-169-291; 025-308-080-639-873; 028-496-058-530-249; 035-087-010-811-371; 038-280-030-982-569; 045-971-002-006-743; 049-756-454-164-957; 058-175-182-970-373; 059-678-178-127-309; 061-928-852-602-804; 062-676-735-103-836; 064-811-520-753-841; 068-105-702-980-516; 069-962-367-266-421; 073-816-277-159-410; 074-694-568-530-180; 075-592-151-491-824; 076-952-944-641-987; 079-254-475-967-781; 082-898-091-505-379; 084-082-519-020-091; 084-391-924-916-405; 087-797-238-007-032; 088-809-615-268-775; 102-556-834-295-880; 103-741-346-200-249; 109-342-671-942-908; 113-942-837-580-227; 115-425-251-304-337; 123-270-004-499-225; 132-288-068-730-862; 136-741-711-005-458; 145-184-485-535-06X; 146-519-849-014-299; 154-573-537-980-495; 160-872-664-277-716; 162-746-079-713-359; 182-787-728-912-638; 186-679-159-283-399; 186-825-833-706-713,2,false,,
131-316-899-552-795,Development of Music Content Elements and Performance Expectations to Cultivate AI Literacy,2023-09-30,2023,journal article,Korean Association For Learner-Centered Curriculum And Instruction,15982106; 2671776x,Korean Association For Learner-Centered Curriculum And Instruction,,Ilyoung Kim; Heera Kim,"<jats:p>Objectives The purpose of this study was to develop content elements and performance expectations for integrating AI literacy with music, based on the emphasis on artificial intelligence utilization education in the revised 2022 curriculum.; Methods Based on a literature review of AI literacy, this study extracted AI-related components from the “Elementary and Middle School Artificial Intelligence Education Content Standards” developed by the Ministry of Education. Subsequently, AI content elements relevant to music were identified and selected, and corresponding performance expectations for elementary and middle school levels were formulated. These content elements and performance expectations were categorized into principles and applications, aligned with the three domains of AI literacy: understanding, applying, and critiquing.; Results In the “Understanding” domain, participants grasped principles related to ‘Collection and Exploration of Music Data’ and ‘Visualization and Prediction of Music Data,’ which were then applied to activities fostering an understanding of ‘Music Elements and Characteristics through AI Utilization.’ Within the “Applying” domain, principles grounded in ‘AI Advancements and Diverse Musical Applications’ were employed for activities involving ‘Performance, Creation, and Appreciation through AI-Driven Music Engagement.’ In the “Critiquing” domain, principles concerning ‘Understanding Bias and Promoting Diversity in Music Data’ and ‘Ethics and Responsible Usage of AI in Music’ were identified. This section further encapsulates content elements and performance expectations that can be utilized to comprehend broader aspects of life and careers coexisting with AI in music, extending to the ‘Copyright and Artistic Value of AI-Generated Music Works.’; Conclusions The AI literacy-enriched music content elements and performance expectations developed in this study are expected to offer insights into the future direction of curriculum development and instructional strategies within the context of AI education. These contributions are anticipated to guide the implementation of music curricula that can effectively integrate with the evolving AI education landscape, shaping the trajectory of teaching and learning.</jats:p>",23,18,675,689,Content (measure theory); Literacy; Mathematics education; Psychology; Pedagogy; Mathematics; Mathematical analysis,,,,,,http://dx.doi.org/10.22251/jlcci.2023.23.18.675,,10.22251/jlcci.2023.23.18.675,,,0,,0,false,,
135-160-764-823-022,Impact of AIoT education program on digital and AI literacy of elementary school students,2024-08-09,2024,journal article,Education and Information Technologies,13602357; 15737608,Springer Science and Business Media LLC,United Kingdom,JiYeon Hong; Kwihoon Kim,,30,1,107,130,Mathematics education; Convergence (economics); Computer science; Session (web analytics); Test (biology); Primary education; Literacy; Sample (material); Class (philosophy); Pedagogy; Psychology; Artificial intelligence; World Wide Web; Paleontology; Chemistry; Chromatography; Economics; Biology; Economic growth,,,,,,http://dx.doi.org/10.1007/s10639-024-12758-0,,10.1007/s10639-024-12758-0,,,0,016-896-973-616-879; 026-391-904-748-869; 043-934-222-929-667; 079-585-019-710-938; 081-028-849-292-966; 097-834-519-651-409; 119-379-706-078-083; 125-071-421-675-905; 153-681-175-504-804,2,false,,
136-741-711-005-458,Integrating Ethics and Career Futures with Technical Learning to Promote AI Literacy for Middle School Students: An Exploratory Study.,2022-05-09,2022,journal article,International journal of artificial intelligence in education,15604306; 15604292,Springer Science and Business Media LLC,Netherlands,Helen Zhang; Irene Lee; Safinah Ali; Daniella DiPaola; Yihong Cheng; Cynthia Breazeal,"The rapid expansion of artificial intelligence (AI) necessitates promoting AI education at the K-12 level. However, educating young learners to become AI literate citizens poses several challenges. The components of AI literacy are ill-defined and it is unclear to what extent middle school students can engage in learning about AI as a sociotechnical system with socio-political implications. In this paper we posit that students must learn three core domains of AI: technical concepts and processes, ethical and societal implications, and career futures in the AI era. This paper describes the design and implementation of the Developing AI Literacy (DAILy) workshop that aimed to integrate middle school students' learning of the three domains. We found that after the workshop, most students developed a general understanding of AI concepts and processes (e.g., supervised learning and logic systems). More importantly, they were able to identify bias, describe ways to mitigate bias in machine learning, and start to consider how AI may impact their future lives and careers. At exit, nearly half of the students explained AI as not just a technical subject, but one that has personal, career, and societal implications. Overall, this finding suggests that the approach of incorporating ethics and career futures into AI education is age appropriate and effective for developing AI literacy among middle school students. This study contributes to the field of AI Education by presenting a model of integrating ethics into the teaching of AI that is appropriate for middle school students.",33,2,1,324,Futures contract; Educational technology; Exploratory research; Literacy; Mathematics education; Pedagogy; Sociology; Psychology; Medical education; Engineering ethics; Engineering; Social science; Business; Medicine; Finance,AI ethics; Bias; Career implications; Middle school education; Sociotechnical systems,,,Directorate for Education and Human Resources,https://link.springer.com/content/pdf/10.1007/s40593-022-00293-3.pdf https://doi.org/10.1007/s40593-022-00293-3,http://dx.doi.org/10.1007/s40593-022-00293-3,35573722,10.1007/s40593-022-00293-3,,PMC9084886,0,001-564-281-856-059; 002-517-856-108-356; 006-979-132-582-388; 007-334-962-851-936; 009-482-262-569-785; 009-938-615-887-600; 010-375-429-763-099; 011-238-035-323-504; 013-758-082-860-945; 013-985-042-873-098; 015-627-999-758-97X; 021-162-400-584-353; 022-870-220-564-789; 023-080-893-237-520; 025-308-080-639-873; 032-347-887-782-81X; 032-891-771-564-617; 033-036-784-854-356; 035-245-015-930-266; 037-298-990-938-37X; 038-152-010-146-225; 046-717-273-365-02X; 050-982-496-453-977; 057-460-424-270-895; 058-175-182-970-373; 064-811-520-753-841; 066-649-756-450-660; 070-682-963-027-389; 071-690-104-381-044; 072-084-655-188-140; 082-898-091-505-379; 090-293-672-276-269; 091-804-712-981-666; 133-298-983-660-787; 140-968-871-531-941; 155-558-681-453-64X; 178-690-675-917-439,107,true,,bronze
157-626-547-550-267,A Development study of an AI Convergence Instructional Model based on Creative Problem Solving(CPS) model for Problem Formulation Competency,2024-06-30,2024,journal article,Korean Society for Creativity Education,1976944x,Korean Society for Creativity Education,,Chang-Kwon Lee; Ha-Eun Noh; Min-Jung Kim,"<jats:p>The purpose of this study is to develop an AI Convergence instructional model to enhance problem formulation competency. To achieve this, we refer to the CT-CPS model developed for SW convergence education, based on the Creative Problem Solving (CPS) model. Additionally, research on problem discovery and understanding, Initial teaching models, design principles, and guidelines were developed by referring to studies on artificial intelligence convergence education. To validate the developed model, two rounds of expert validation were conducted with three experts in educational technology and AI-integrated education. Additionally, a class was conducted with six middle school students from a gifted education institute, where problems, solvable through a regression analysis model of supervised learning, were explored, and their responses were evaluated. The results indicate that the model can enhance problem formulation competency, AI literacy, and creative thinking skills, while also fostering knowledge in mathematics and information. The significance of this model lies in its ability to systematically design AI convergence courses for improving problem formulation competency.</jats:p>",24,2,17,43,Convergence (economics); Computer science; Mathematics education; Creative problem-solving; Artificial intelligence; Problem-based learning; Management science; Psychology; Creativity; Engineering; Social psychology; Economics; Economic growth,,,,,,http://dx.doi.org/10.36358/jce.2024.24.2.17,,10.36358/jce.2024.24.2.17,,,0,,0,false,,
162-820-347-181-831,Fostering AI Literacy with Embodiment & Creativity: From Activity Boxes to Museum Exhibits,2023-06-19,2023,conference proceedings article,Proceedings of the 22nd Annual ACM Interaction Design and Children Conference,,ACM,,Duri Long; Sophie Rollins; Jasmin Ali-Diaz; Katherine Hancock; Samnang Nuonsinoeun; Jessica Roberts; Brian Magerko,"Fostering young learners' literacy surrounding AI technologies is becoming increasingly important as AI is becoming integrated in many aspects of our lives and is having far-reaching impacts on society. We have developed Knowledge Net and Creature Features, two activity boxes for family groups to engage with in their homes that communicate AI literacy competencies such as understanding knowledge representations, the steps of machine learning, and AI ethics. Our current work is exploring how to transform these activity boxes into museum exhibits for middle-school age learners, focusing on three key considerations: centering learner interests, generating personally meaningful outputs, and incorporating embodiment and collaboration on a larger scale. Our demonstration will feature the existing Knowledge Net and Creature Features activity boxes alongside early-stage prototypes adapting these activities into larger-scale museum exhibits. This paper contributes an exploration into how to design AI literacy learning interventions for varied informal learning contexts.",,,,,Creativity; Literacy; Computer science; Scale (ratio); Artificial intelligence; Sociology; Pedagogy; Mathematics education; Knowledge management; Psychology; Social psychology; Physics; Quantum mechanics,,,,National Science Foundation,,http://dx.doi.org/10.1145/3585088.3594495,,10.1145/3585088.3594495,,,0,006-633-730-485-694; 016-382-843-034-40X; 044-215-460-853-624; 058-175-182-970-373; 064-811-520-753-841; 081-960-631-007-927; 094-394-933-661-463; 116-372-577-282-158; 139-587-883-591-883,10,false,,
162-995-428-026-31X,"AI Literacy for Multilingual Learners: Storytelling, Role-playing, and Programming",2024-09-21,2024,journal article,The CATESOL Journal,15350517,California Digital Library (CDL),,Santiago Ojeda-Ramirez; Daniel Ritchie; Mark Warschauer,"<p>Artificial Intelligence technologies are becoming ubiquitous, transforming the workforce by altering or creating jobs and influencing decisions that affect minority communities. The necessity of AI literacy, comprising knowledge and skills for critical interaction with AI, is increasingly important. Multilingual learners, engaging with both every day and domain-specific vocabulary and syntax, must acquire AI literacy, necessitating tailored pedagogical practices. This article outlines three strategies implemented for multilingual middle school students during a summer camp in Southern California. We argue for a mutually beneficial relationship between acquiring second language proficiency and AI literacy. Supporting these processes, we present three pedagogical strategies: (1) storytelling to model AI decision-making, (2) role-playing as an AI to demonstrate programmability and learning from data, and (3) programming text-to-speech-to-text AI to illustrate sensor functionality and action-reaction concepts. Additionally, we discuss their alignment with AI competencies. These strategies potentially foster linguistic scaffolding and translanguaging, aiding multilingual learners in acquiring new literacies.</p>",35,1,,,Storytelling; Literacy; Computer science; Linguistics; Mathematics education; Pedagogy; Sociology; Psychology; Narrative; Philosophy,,,,,,http://dx.doi.org/10.5070/b5.35861,,10.5070/b5.35861,,,0,,0,false,,
